ID,VPL,USERID,DATESSUBMITTED,COMMENTS,DATEGRADED,GRADE,DATA_ENVIO,DATA_AVALIACAO,NOTA
21185,107,18,1684501632,,0,,2023-05-19 13:07:12,1970-01-01 00:00:00,
21186,108,35,1684501720,,1684501725,0,2023-05-19 13:08:40,2023-05-19 13:08:45,0.0
21187,107,18,1684501870,,0,,2023-05-19 13:11:10,1970-01-01 00:00:00,
21188,107,18,1684501918,,0,,2023-05-19 13:11:58,1970-01-01 00:00:00,
21189,109,36,1684501919,,0,,2023-05-19 13:11:59,1970-01-01 00:00:00,
21190,109,36,1684501929,,0,,2023-05-19 13:12:09,1970-01-01 00:00:00,
21191,109,36,1684502046,,1684502058,0,2023-05-19 13:14:06,2023-05-19 13:14:18,0.0
21192,109,36,1684502140,,1684502144,1.000.000,2023-05-19 13:15:40,2023-05-19 13:15:44,10.0
21193,107,18,1684502216,,0,,2023-05-19 13:16:56,1970-01-01 00:00:00,
21194,107,18,1684502231,,1684502282,1.000.000,2023-05-19 13:17:11,2023-05-19 13:18:02,10.0
21195,108,35,1684502280,,1684502285,0,2023-05-19 13:18:00,2023-05-19 13:18:05,0.0
21198,110,36,1684502426,,0,,2023-05-19 13:20:26,1970-01-01 00:00:00,
21199,110,36,1684502465,,1684502477,1.000.000,2023-05-19 13:21:05,2023-05-19 13:21:17,10.0
21200,108,35,1684502595,,1684502600,500.000,2023-05-19 13:23:15,2023-05-19 13:23:20,5.0
21201,108,35,1684502621,,1684502627,1.000.000,2023-05-19 13:23:41,2023-05-19 13:23:47,10.0
21202,109,51,1684502645,,0,,2023-05-19 13:24:05,1970-01-01 00:00:00,
21206,109,51,1684502688,,0,,2023-05-19 13:24:48,1970-01-01 00:00:00,
21208,109,51,1684502716,,0,,2023-05-19 13:25:16,1970-01-01 00:00:00,
21209,109,51,1684502780,,1684502784,1.000.000,2023-05-19 13:26:20,2023-05-19 13:26:24,10.0
21210,108,18,1684502832,,0,,2023-05-19 13:27:12,1970-01-01 00:00:00,
21211,109,35,1684502859,,1684502869,1.000.000,2023-05-19 13:27:39,2023-05-19 13:27:49,10.0
21212,111,36,1684502913,,0,,2023-05-19 13:28:33,1970-01-01 00:00:00,
21214,111,36,1684502959,,0,,2023-05-19 13:29:19,1970-01-01 00:00:00,
21215,111,36,1684502989,,1684503031,0,2023-05-19 13:29:49,2023-05-19 13:30:31,0.0
21216,110,35,1684503070,,1684503074,0,2023-05-19 13:31:10,2023-05-19 13:31:14,0.0
21217,110,35,1684503097,,1684503101,1.000.000,2023-05-19 13:31:37,2023-05-19 13:31:41,10.0
21218,110,51,1684503105,,0,,2023-05-19 13:31:45,1970-01-01 00:00:00,
21220,111,36,1684503129,,0,,2023-05-19 13:32:09,1970-01-01 00:00:00,
21221,110,51,1684503143,,0,,2023-05-19 13:32:23,1970-01-01 00:00:00,
21222,111,36,1684503150,,1684503163,1.000.000,2023-05-19 13:32:30,2023-05-19 13:32:43,10.0
21224,110,51,1684503193,,0,,2023-05-19 13:33:13,1970-01-01 00:00:00,
21226,110,51,1684503225,,0,,2023-05-19 13:33:45,1970-01-01 00:00:00,
21227,110,51,1684503279,,0,,2023-05-19 13:34:39,1970-01-01 00:00:00,
21228,111,35,1684503356,,1684503359,1.000.000,2023-05-19 13:35:56,2023-05-19 13:35:59,10.0
21229,110,51,1684503422,,0,,2023-05-19 13:37:02,1970-01-01 00:00:00,
21232,110,51,1684503465,,1684503478,1.000.000,2023-05-19 13:37:45,2023-05-19 13:37:58,10.0
21241,111,51,1684503897,,1684503920,1.000.000,2023-05-19 13:44:57,2023-05-19 13:45:20,10.0
21256,108,26,1684505085,,0,,2023-05-19 14:04:45,1970-01-01 00:00:00,
21257,108,26,1684505206,,0,,2023-05-19 14:06:46,1970-01-01 00:00:00,
21258,108,26,1684505268,,0,,2023-05-19 14:07:48,1970-01-01 00:00:00,
21260,108,26,1684505324,,0,,2023-05-19 14:08:44,1970-01-01 00:00:00,
21262,108,26,1684505372,,0,,2023-05-19 14:09:32,1970-01-01 00:00:00,
21272,108,26,1684505761,,0,,2023-05-19 14:16:01,1970-01-01 00:00:00,
21275,108,26,1684505833,,0,,2023-05-19 14:17:13,1970-01-01 00:00:00,
21277,108,26,1684505869,,1684505910,1.000.000,2023-05-19 14:17:49,2023-05-19 14:18:30,10.0
21283,109,26,1684506247,,0,,2023-05-19 14:24:07,1970-01-01 00:00:00,
21285,109,26,1684506284,,0,,2023-05-19 14:24:44,1970-01-01 00:00:00,
21286,109,26,1684506315,,0,,2023-05-19 14:25:15,1970-01-01 00:00:00,
21287,108,18,1684506328,,1684506354,500.000,2023-05-19 14:25:28,2023-05-19 14:25:54,5.0
21288,109,26,1684506360,,1684506388,1.000.000,2023-05-19 14:26:00,2023-05-19 14:26:28,10.0
21292,110,26,1684506591,,0,,2023-05-19 14:29:51,1970-01-01 00:00:00,
21293,110,26,1684506626,,0,,2023-05-19 14:30:26,1970-01-01 00:00:00,
21294,110,26,1684506655,,1684506668,1.000.000,2023-05-19 14:30:55,2023-05-19 14:31:08,10.0
21300,103,56,1684523950,,0,,2023-05-19 19:19:10,1970-01-01 00:00:00,
21301,104,37,1684524277,,0,,2023-05-19 19:24:37,1970-01-01 00:00:00,
21304,104,37,1684524291,,1684524303,0,2023-05-19 19:24:51,2023-05-19 19:25:03,0.0
21306,104,37,1684524378,,0,,2023-05-19 19:26:18,1970-01-01 00:00:00,
21307,104,37,1684524390,,0,,2023-05-19 19:26:30,1970-01-01 00:00:00,
21308,104,37,1684524486,,0,,2023-05-19 19:28:06,1970-01-01 00:00:00,
21309,104,37,1684524727,,0,,2023-05-19 19:32:07,1970-01-01 00:00:00,
21310,104,37,1684524752,,0,,2023-05-19 19:32:32,1970-01-01 00:00:00,
21311,104,37,1684524798,,0,,2023-05-19 19:33:18,1970-01-01 00:00:00,
21312,104,37,1684524829,,1684524849,0,2023-05-19 19:33:49,2023-05-19 19:34:09,0.0
21313,104,37,1684524862,,0,,2023-05-19 19:34:22,1970-01-01 00:00:00,
21315,104,37,1684524910,,1684524930,0,2023-05-19 19:35:10,2023-05-19 19:35:30,0.0
21316,104,37,1684524957,,1684524979,0,2023-05-19 19:35:57,2023-05-19 19:36:19,0.0
21317,104,37,1684525137,,1684773060,0,2023-05-19 19:38:57,2023-05-22 16:31:00,0.0
21318,105,37,1684525374,,0,,2023-05-19 19:42:54,1970-01-01 00:00:00,
21320,105,37,1684525415,,0,,2023-05-19 19:43:35,1970-01-01 00:00:00,
21321,105,37,1684525443,,0,,2023-05-19 19:44:03,1970-01-01 00:00:00,
21322,105,37,1684525531,,0,,2023-05-19 19:45:31,1970-01-01 00:00:00,
21323,105,37,1684525603,,0,,2023-05-19 19:46:43,1970-01-01 00:00:00,
21324,105,37,1684525650,,0,,2023-05-19 19:47:30,1970-01-01 00:00:00,
21325,105,37,1684525745,,0,,2023-05-19 19:49:05,1970-01-01 00:00:00,
21326,105,37,1684525760,,1684525773,1.000.000,2023-05-19 19:49:20,2023-05-19 19:49:33,10.0
21327,106,37,1684525932,,0,,2023-05-19 19:52:12,1970-01-01 00:00:00,
21329,106,37,1684525975,,0,,2023-05-19 19:52:55,1970-01-01 00:00:00,
21333,106,37,1684526029,,1684526033,1.000.000,2023-05-19 19:53:49,2023-05-19 19:53:53,10.0
21334,107,27,1684526556,,0,,2023-05-19 20:02:36,1970-01-01 00:00:00,
21335,107,27,1684526572,,0,,2023-05-19 20:02:52,1970-01-01 00:00:00,
21336,106,20,1684526632,,0,,2023-05-19 20:03:52,1970-01-01 00:00:00,
21337,107,27,1684526640,,0,,2023-05-19 20:04:00,1970-01-01 00:00:00,
21338,107,27,1684526647,,1684526906,0,2023-05-19 20:04:07,2023-05-19 20:08:26,0.0
21340,106,20,1684526677,,1684526696,1.000.000,2023-05-19 20:04:37,2023-05-19 20:04:56,10.0
21341,107,37,1684526758,,0,,2023-05-19 20:05:58,1970-01-01 00:00:00,
21343,103,40,1684526785,,0,,2023-05-19 20:06:25,1970-01-01 00:00:00,
21346,107,27,1684526932,,1684526936,1.000.000,2023-05-19 20:08:52,2023-05-19 20:08:56,10.0
21348,110,29,1684527001,,0,,2023-05-19 20:10:01,1970-01-01 00:00:00,
21349,108,34,1684527016,,0,,2023-05-19 20:10:16,1970-01-01 00:00:00,
21350,108,27,1684527042,,0,,2023-05-19 20:10:42,1970-01-01 00:00:00,
21351,110,29,1684527045,,0,,2023-05-19 20:10:45,1970-01-01 00:00:00,
21353,108,27,1684527051,,1684527150,500.000,2023-05-19 20:10:51,2023-05-19 20:12:30,5.0
21358,110,29,1684527100,,0,,2023-05-19 20:11:40,1970-01-01 00:00:00,
21361,107,20,1684527171,,0,,2023-05-19 20:12:51,1970-01-01 00:00:00,
21362,108,27,1684527172,,1684527177,500.000,2023-05-19 20:12:52,2023-05-19 20:12:57,5.0
21364,108,27,1684527201,,1684527205,500.000,2023-05-19 20:13:21,2023-05-19 20:13:25,5.0
21367,108,27,1684527234,,1684527242,500.000,2023-05-19 20:13:54,2023-05-19 20:14:02,5.0
21369,110,29,1684527327,,0,,2023-05-19 20:15:27,1970-01-01 00:00:00,
21372,107,20,1684527337,,0,,2023-05-19 20:15:37,1970-01-01 00:00:00,
21374,110,29,1684527349,,0,,2023-05-19 20:15:49,1970-01-01 00:00:00,
21377,108,27,1684527376,,0,,2023-05-19 20:16:16,1970-01-01 00:00:00,
21387,110,29,1684527430,,0,,2023-05-19 20:17:10,1970-01-01 00:00:00,
21389,108,37,1684527449,,0,,2023-05-19 20:17:29,1970-01-01 00:00:00,
21391,110,29,1684527486,,0,,2023-05-19 20:18:06,1970-01-01 00:00:00,
21394,107,52,1684527501,,1684527507,1.000.000,2023-05-19 20:18:21,2023-05-19 20:18:27,10.0
21395,107,20,1684527505,,0,,2023-05-19 20:18:25,1970-01-01 00:00:00,
21397,110,29,1684527506,,1684527517,0,2023-05-19 20:18:26,2023-05-19 20:18:37,0.0
21399,108,37,1684527528,,0,,2023-05-19 20:18:48,1970-01-01 00:00:00,
21401,107,20,1684527553,,0,,2023-05-19 20:19:13,1970-01-01 00:00:00,
21406,107,20,1684527574,,0,,2023-05-19 20:19:34,1970-01-01 00:00:00,
21408,110,29,1684527591,,0,,2023-05-19 20:19:51,1970-01-01 00:00:00,
21414,110,29,1684527622,,1684527626,1.000.000,2023-05-19 20:20:22,2023-05-19 20:20:26,10.0
21417,107,20,1684527644,,0,,2023-05-19 20:20:44,1970-01-01 00:00:00,
21426,103,30,1684527728,,0,,2023-05-19 20:22:08,1970-01-01 00:00:00,
21427,107,20,1684527749,,1684527753,1.000.000,2023-05-19 20:22:29,2023-05-19 20:22:33,10.0
21433,108,18,1684527800,,0,,2023-05-19 20:23:20,1970-01-01 00:00:00,
21435,108,29,1684527820,,0,,2023-05-19 20:23:40,1970-01-01 00:00:00,
21436,108,18,1684527825,,1684527844,1.000.000,2023-05-19 20:23:45,2023-05-19 20:24:04,10.0
21438,103,30,1684527861,,0,,2023-05-19 20:24:21,1970-01-01 00:00:00,
21441,108,34,1684527888,,1684527945,1.000.000,2023-05-19 20:24:48,2023-05-19 20:25:45,10.0
21442,103,30,1684527904,,0,,2023-05-19 20:25:04,1970-01-01 00:00:00,
21444,109,27,1684528007,,0,,2023-05-19 20:26:47,1970-01-01 00:00:00,
21452,103,30,1684528093,,0,,2023-05-19 20:28:13,1970-01-01 00:00:00,
21453,108,20,1684528109,,0,,2023-05-19 20:28:29,1970-01-01 00:00:00,
21456,103,30,1684528133,,0,,2023-05-19 20:28:53,1970-01-01 00:00:00,
21457,108,20,1684528136,,0,,2023-05-19 20:28:56,1970-01-01 00:00:00,
21462,103,30,1684528200,,0,,2023-05-19 20:30:00,1970-01-01 00:00:00,
21478,109,34,1684528503,,0,,2023-05-19 20:35:03,1970-01-01 00:00:00,
21479,107,28,1684528527,,0,,2023-05-19 20:35:27,1970-01-01 00:00:00,
21484,107,28,1684528569,,0,,2023-05-19 20:36:09,1970-01-01 00:00:00,
21496,111,29,1684528778,,0,,2023-05-19 20:39:38,1970-01-01 00:00:00,
21498,109,34,1684528813,,0,,2023-05-19 20:40:13,1970-01-01 00:00:00,
21500,111,29,1684528833,,0,,2023-05-19 20:40:33,1970-01-01 00:00:00,
21503,109,27,1684528843,,0,,2023-05-19 20:40:43,1970-01-01 00:00:00,
21508,111,29,1684528889,,0,,2023-05-19 20:41:29,1970-01-01 00:00:00,
21509,107,28,1684528898,,0,,2023-05-19 20:41:38,1970-01-01 00:00:00,
21510,107,28,1684528918,,1684528933,0,2023-05-19 20:41:58,2023-05-19 20:42:13,0.0
21513,109,27,1684528940,,0,,2023-05-19 20:42:20,1970-01-01 00:00:00,
21514,107,28,1684528958,,1684528962,1.000.000,2023-05-19 20:42:38,2023-05-19 20:42:42,10.0
21518,111,29,1684529030,,0,,2023-05-19 20:43:50,1970-01-01 00:00:00,
21521,111,29,1684529054,,1684529071,1.000.000,2023-05-19 20:44:14,2023-05-19 20:44:31,10.0
21527,109,34,1684529132,,0,,2023-05-19 20:45:32,1970-01-01 00:00:00,
21531,109,27,1684529160,,0,,2023-05-19 20:46:00,1970-01-01 00:00:00,
21543,109,27,1684529287,,0,,2023-05-19 20:48:07,1970-01-01 00:00:00,
21546,109,27,1684529298,,0,,2023-05-19 20:48:18,1970-01-01 00:00:00,
21559,109,34,1684529402,,0,,2023-05-19 20:50:02,1970-01-01 00:00:00,
21561,109,34,1684529409,,0,,2023-05-19 20:50:09,1970-01-01 00:00:00,
21563,109,18,1684529417,,0,,2023-05-19 20:50:17,1970-01-01 00:00:00,
21564,103,30,1684529418,,0,,2023-05-19 20:50:18,1970-01-01 00:00:00,
21565,109,27,1684529420,,0,,2023-05-19 20:50:20,1970-01-01 00:00:00,
21567,109,27,1684529429,,0,,2023-05-19 20:50:29,1970-01-01 00:00:00,
21571,109,18,1684529459,,0,,2023-05-19 20:50:59,1970-01-01 00:00:00,
21572,109,18,1684529479,,0,,2023-05-19 20:51:19,1970-01-01 00:00:00,
21582,103,30,1684529585,,0,,2023-05-19 20:53:05,1970-01-01 00:00:00,
21584,109,18,1684529590,,0,,2023-05-19 20:53:10,1970-01-01 00:00:00,
21585,108,20,1684529605,,0,,2023-05-19 20:53:25,1970-01-01 00:00:00,
21589,103,30,1684529629,,0,,2023-05-19 20:53:49,1970-01-01 00:00:00,
21590,109,27,1684529631,,0,,2023-05-19 20:53:51,1970-01-01 00:00:00,
21591,103,30,1684529661,,0,,2023-05-19 20:54:21,1970-01-01 00:00:00,
21593,108,20,1684529683,,0,,2023-05-19 20:54:43,1970-01-01 00:00:00,
21594,108,20,1684529693,,0,,2023-05-19 20:54:53,1970-01-01 00:00:00,
21595,103,30,1684529694,,0,,2023-05-19 20:54:54,1970-01-01 00:00:00,
21596,103,30,1684529747,,0,,2023-05-19 20:55:47,1970-01-01 00:00:00,
21598,109,18,1684529773,,0,,2023-05-19 20:56:13,1970-01-01 00:00:00,
21599,109,27,1684529782,,0,,2023-05-19 20:56:22,1970-01-01 00:00:00,
21600,103,30,1684529789,,0,,2023-05-19 20:56:29,1970-01-01 00:00:00,
21601,109,27,1684529799,,0,,2023-05-19 20:56:39,1970-01-01 00:00:00,
21607,103,30,1684529848,,1684529866,0,2023-05-19 20:57:28,2023-05-19 20:57:46,0.0
21609,103,30,1684529895,,1684529905,0,2023-05-19 20:58:15,2023-05-19 20:58:25,0.0
21610,108,20,1684529916,,0,,2023-05-19 20:58:36,1970-01-01 00:00:00,
21612,108,20,1684529983,,0,,2023-05-19 20:59:43,1970-01-01 00:00:00,
21614,109,29,1684529988,,0,,2023-05-19 20:59:48,1970-01-01 00:00:00,
21616,108,20,1684530011,,0,,2023-05-19 21:00:11,1970-01-01 00:00:00,
21617,108,28,1684530016,,0,,2023-05-19 21:00:16,1970-01-01 00:00:00,
21618,109,29,1684530030,,0,,2023-05-19 21:00:30,1970-01-01 00:00:00,
21620,108,20,1684530053,,0,,2023-05-19 21:00:53,1970-01-01 00:00:00,
21621,108,28,1684530058,,0,,2023-05-19 21:00:58,1970-01-01 00:00:00,
21623,109,29,1684530072,,0,,2023-05-19 21:01:12,1970-01-01 00:00:00,
21624,108,21,1684530080,,0,,2023-05-19 21:01:20,1970-01-01 00:00:00,
21625,108,28,1684530087,,0,,2023-05-19 21:01:27,1970-01-01 00:00:00,
21628,109,29,1684530118,,1684530123,1.000.000,2023-05-19 21:01:58,2023-05-19 21:02:03,10.0
21629,108,28,1684530142,,0,,2023-05-19 21:02:22,1970-01-01 00:00:00,
21631,108,28,1684530163,,0,,2023-05-19 21:02:43,1970-01-01 00:00:00,
21632,109,27,1684530171,,0,,2023-05-19 21:02:51,1970-01-01 00:00:00,
21634,108,20,1684530204,,0,,2023-05-19 21:03:24,1970-01-01 00:00:00,
21635,108,21,1684530205,,0,,2023-05-19 21:03:25,1970-01-01 00:00:00,
21636,109,27,1684530222,,1684530430,0,2023-05-19 21:03:42,2023-05-19 21:07:10,0.0
21638,108,28,1684530349,,0,,2023-05-19 21:05:49,1970-01-01 00:00:00,
21639,108,23,1684530385,,1684530389,0,2023-05-19 21:06:25,2023-05-19 21:06:29,0.0
21640,108,28,1684530387,,0,,2023-05-19 21:06:27,1970-01-01 00:00:00,
21641,108,20,1684530390,,0,,2023-05-19 21:06:30,1970-01-01 00:00:00,
21643,108,23,1684530438,,1684530442,0,2023-05-19 21:07:18,2023-05-19 21:07:22,0.0
21644,109,34,1684530447,,0,,2023-05-19 21:07:27,1970-01-01 00:00:00,
21646,109,34,1684530459,,0,,2023-05-19 21:07:39,1970-01-01 00:00:00,
21647,108,20,1684530472,,0,,2023-05-19 21:07:52,1970-01-01 00:00:00,
21648,108,28,1684530477,,0,,2023-05-19 21:07:57,1970-01-01 00:00:00,
21649,108,21,1684530477,,0,,2023-05-19 21:07:57,1970-01-01 00:00:00,
21650,108,23,1684530483,,0,,2023-05-19 21:08:03,1970-01-01 00:00:00,
21652,108,23,1684530499,,1684530566,0,2023-05-19 21:08:19,2023-05-19 21:09:26,0.0
21653,108,20,1684530519,,0,,2023-05-19 21:08:39,1970-01-01 00:00:00,
21654,108,28,1684530521,,0,,2023-05-19 21:08:41,1970-01-01 00:00:00,
21655,109,27,1684530525,,1684530533,0,2023-05-19 21:08:45,2023-05-19 21:08:53,0.0
21656,109,34,1684530528,,0,,2023-05-19 21:08:48,1970-01-01 00:00:00,
21658,108,21,1684530537,,0,,2023-05-19 21:08:57,1970-01-01 00:00:00,
21660,109,27,1684530548,,1684530552,1.000.000,2023-05-19 21:09:08,2023-05-19 21:09:12,10.0
21663,109,34,1684530582,,0,,2023-05-19 21:09:42,1970-01-01 00:00:00,
21664,108,23,1684530606,,1684530611,0,2023-05-19 21:10:06,2023-05-19 21:10:11,0.0
21665,108,28,1684530615,,0,,2023-05-19 21:10:15,1970-01-01 00:00:00,
21668,109,34,1684530645,,0,,2023-05-19 21:10:45,1970-01-01 00:00:00,
21672,108,23,1684530671,,0,,2023-05-19 21:11:11,1970-01-01 00:00:00,
21674,108,28,1684530681,,0,,2023-05-19 21:11:21,1970-01-01 00:00:00,
21679,108,23,1684530756,,1684530798,0,2023-05-19 21:12:36,2023-05-19 21:13:18,0.0
21680,108,23,1684530831,,1684530836,0,2023-05-19 21:13:51,2023-05-19 21:13:56,0.0
21682,108,21,1684530840,,0,,2023-05-19 21:14:00,1970-01-01 00:00:00,
21683,108,23,1684530856,,1684530861,0,2023-05-19 21:14:16,2023-05-19 21:14:21,0.0
21684,108,28,1684530894,,0,,2023-05-19 21:14:54,1970-01-01 00:00:00,
21687,108,23,1684530942,,0,,2023-05-19 21:15:42,1970-01-01 00:00:00,
21688,108,28,1684530949,,0,,2023-05-19 21:15:49,1970-01-01 00:00:00,
21691,108,28,1684530985,,0,,2023-05-19 21:16:25,1970-01-01 00:00:00,
21692,108,23,1684530990,,0,,2023-05-19 21:16:30,1970-01-01 00:00:00,
21695,108,28,1684531067,,0,,2023-05-19 21:17:47,1970-01-01 00:00:00,
21696,108,23,1684531080,,0,,2023-05-19 21:18:00,1970-01-01 00:00:00,
21698,108,23,1684531119,,0,,2023-05-19 21:18:39,1970-01-01 00:00:00,
21699,108,28,1684531179,,0,,2023-05-19 21:19:39,1970-01-01 00:00:00,
21701,108,23,1684531188,,1684531234,500.000,2023-05-19 21:19:48,2023-05-19 21:20:34,5.0
21704,108,23,1684531325,,0,,2023-05-19 21:22:05,1970-01-01 00:00:00,
21706,108,21,1684531353,,0,,2023-05-19 21:22:33,1970-01-01 00:00:00,
21708,108,23,1684531382,,1684531385,500.000,2023-05-19 21:23:02,2023-05-19 21:23:05,5.0
21710,108,28,1684531420,,0,,2023-05-19 21:23:40,1970-01-01 00:00:00,
21711,108,23,1684531424,,1684531427,500.000,2023-05-19 21:23:44,2023-05-19 21:23:47,5.0
21712,108,28,1684531428,,0,,2023-05-19 21:23:48,1970-01-01 00:00:00,
21713,108,23,1684531478,,1684531494,1.000.000,2023-05-19 21:24:38,2023-05-19 21:24:54,10.0
21714,108,21,1684531632,,0,,2023-05-19 21:27:12,1970-01-01 00:00:00,
21715,108,21,1684531689,,0,,2023-05-19 21:28:09,1970-01-01 00:00:00,
21716,108,21,1684534209,,0,,2023-05-19 22:10:09,1970-01-01 00:00:00,
21717,108,21,1684534384,,0,,2023-05-19 22:13:04,1970-01-01 00:00:00,
21718,108,21,1684534812,,0,,2023-05-19 22:20:12,1970-01-01 00:00:00,
21719,108,21,1684535136,,0,,2023-05-19 22:25:36,1970-01-01 00:00:00,
21720,108,21,1684535508,,1684535522,500.000,2023-05-19 22:31:48,2023-05-19 22:32:02,5.0
21721,108,21,1684535566,,0,,2023-05-19 22:32:46,1970-01-01 00:00:00,
21722,109,34,1684536537,,0,,2023-05-19 22:48:57,1970-01-01 00:00:00,
21723,109,34,1684536563,,0,,2023-05-19 22:49:23,1970-01-01 00:00:00,
21724,109,34,1684536637,,0,,2023-05-19 22:50:37,1970-01-01 00:00:00,
21725,109,34,1684536647,,0,,2023-05-19 22:50:47,1970-01-01 00:00:00,
21726,109,34,1684537362,,1684537449,0,2023-05-19 23:02:42,2023-05-19 23:04:09,0.0
21727,109,34,1684537515,,0,,2023-05-19 23:05:15,1970-01-01 00:00:00,
21728,109,34,1684537542,,0,,2023-05-19 23:05:42,1970-01-01 00:00:00,
21729,109,34,1684537726,,0,,2023-05-19 23:08:46,1970-01-01 00:00:00,
21730,109,34,1684537942,,0,,2023-05-19 23:12:22,1970-01-01 00:00:00,
21731,109,34,1684538222,,0,,2023-05-19 23:17:02,1970-01-01 00:00:00,
21732,109,34,1684538579,,0,,2023-05-19 23:22:59,1970-01-01 00:00:00,
21733,109,34,1684538639,,0,,2023-05-19 23:23:59,1970-01-01 00:00:00,
21734,109,34,1684538755,,0,,2023-05-19 23:25:55,1970-01-01 00:00:00,
21735,109,34,1684538882,,0,,2023-05-19 23:28:02,1970-01-01 00:00:00,
21736,103,30,1684539154,,0,,2023-05-19 23:32:34,1970-01-01 00:00:00,
21738,103,30,1684539187,,1684539207,0,2023-05-19 23:33:07,2023-05-19 23:33:27,0.0
21739,103,30,1684539257,,1684539264,1.000.000,2023-05-19 23:34:17,2023-05-19 23:34:24,10.0
21740,104,30,1684539869,,0,,2023-05-19 23:44:29,1970-01-01 00:00:00,
21741,104,30,1684539899,,0,,2023-05-19 23:44:59,1970-01-01 00:00:00,
21742,104,30,1684539980,,0,,2023-05-19 23:46:20,1970-01-01 00:00:00,
21743,104,30,1684540018,,0,,2023-05-19 23:46:58,1970-01-01 00:00:00,
21744,104,30,1684540044,,1684540078,0,2023-05-19 23:47:24,2023-05-19 23:47:58,0.0
21745,104,30,1684540207,,0,,2023-05-19 23:50:07,1970-01-01 00:00:00,
21746,104,30,1684540246,,1684540267,1.000.000,2023-05-19 23:50:46,2023-05-19 23:51:07,10.0
21747,105,30,1684540878,,0,,2023-05-20 00:01:18,1970-01-01 00:00:00,
21749,105,30,1684540925,,0,,2023-05-20 00:02:05,1970-01-01 00:00:00,
21750,105,30,1684540939,,1684540956,1.000.000,2023-05-20 00:02:19,2023-05-20 00:02:36,10.0
21751,108,21,1684543250,,0,,2023-05-20 00:40:50,1970-01-01 00:00:00,
21752,108,21,1684543897,,0,,2023-05-20 00:51:37,1970-01-01 00:00:00,
21753,108,21,1684544193,,0,,2023-05-20 00:56:33,1970-01-01 00:00:00,
21754,108,21,1684544213,,0,,2023-05-20 00:56:53,1970-01-01 00:00:00,
21755,108,21,1684544482,,0,,2023-05-20 01:01:22,1970-01-01 00:00:00,
21759,108,21,1684544689,,0,,2023-05-20 01:04:49,1970-01-01 00:00:00,
21763,111,26,1684545334,,0,,2023-05-20 01:15:34,1970-01-01 00:00:00,
21765,111,26,1684545367,,0,,2023-05-20 01:16:07,1970-01-01 00:00:00,
21770,111,26,1684545534,,0,,2023-05-20 01:18:54,1970-01-01 00:00:00,
21772,111,26,1684545576,,1684545580,1.000.000,2023-05-20 01:19:36,2023-05-20 01:19:40,10.0
21807,109,23,1684552588,,0,,2023-05-20 03:16:28,1970-01-01 00:00:00,
21808,109,23,1684552624,,1684552628,1.000.000,2023-05-20 03:17:04,2023-05-20 03:17:08,10.0
21809,110,23,1684553108,,1684553133,1.000.000,2023-05-20 03:25:08,2023-05-20 03:25:33,10.0
21810,111,23,1684554031,,0,,2023-05-20 03:40:31,1970-01-01 00:00:00,
21811,111,23,1684554104,,1684554118,1.000.000,2023-05-20 03:41:44,2023-05-20 03:41:58,10.0
21814,109,34,1684579002,,0,,2023-05-20 10:36:42,1970-01-01 00:00:00,
21815,109,34,1684579069,,0,,2023-05-20 10:37:49,1970-01-01 00:00:00,
21816,109,34,1684579144,,0,,2023-05-20 10:39:04,1970-01-01 00:00:00,
21817,109,34,1684579190,,0,,2023-05-20 10:39:50,1970-01-01 00:00:00,
21818,109,34,1684579236,,0,,2023-05-20 10:40:36,1970-01-01 00:00:00,
21819,109,34,1684579286,,0,,2023-05-20 10:41:26,1970-01-01 00:00:00,
21821,109,34,1684579369,,0,,2023-05-20 10:42:49,1970-01-01 00:00:00,
21822,109,34,1684579411,,0,,2023-05-20 10:43:31,1970-01-01 00:00:00,
21823,109,34,1684579477,,0,,2023-05-20 10:44:37,1970-01-01 00:00:00,
21824,109,34,1684579652,,0,,2023-05-20 10:47:32,1970-01-01 00:00:00,
21825,109,34,1684579771,,0,,2023-05-20 10:49:31,1970-01-01 00:00:00,
21826,109,34,1684579919,,0,,2023-05-20 10:51:59,1970-01-01 00:00:00,
21827,109,34,1684580040,,0,,2023-05-20 10:54:00,1970-01-01 00:00:00,
21828,109,34,1684580049,,0,,2023-05-20 10:54:09,1970-01-01 00:00:00,
21829,109,34,1684580117,,0,,2023-05-20 10:55:17,1970-01-01 00:00:00,
21830,109,34,1684580289,,0,,2023-05-20 10:58:09,1970-01-01 00:00:00,
21831,109,34,1684580389,,0,,2023-05-20 10:59:49,1970-01-01 00:00:00,
21834,109,34,1684580481,,0,,2023-05-20 11:01:21,1970-01-01 00:00:00,
21835,109,34,1684580543,,0,,2023-05-20 11:02:23,1970-01-01 00:00:00,
21840,109,34,1684580681,,0,,2023-05-20 11:04:41,1970-01-01 00:00:00,
21841,109,34,1684580772,,0,,2023-05-20 11:06:12,1970-01-01 00:00:00,
21842,109,34,1684580804,,0,,2023-05-20 11:06:44,1970-01-01 00:00:00,
21844,109,34,1684580876,,0,,2023-05-20 11:07:56,1970-01-01 00:00:00,
21846,109,34,1684580954,,0,,2023-05-20 11:09:14,1970-01-01 00:00:00,
21849,109,34,1684581165,,1684581372,1.000.000,2023-05-20 11:12:45,2023-05-20 11:16:12,10.0
21851,110,34,1684581603,,0,,2023-05-20 11:20:03,1970-01-01 00:00:00,
